"rt","accuracy","exp","colour","n","observer","distractor_no"
0.671508242026903,1,"1b",2,303,1,19
0.804861440003151,1,"2b",2,304,1,9
0.776994826999726,1,"2a",3,305,1,1
0.676944232021924,1,"2a",1,306,1,1
0.618979672988644,1,"2b",3,307,1,1
0.707860138005344,1,"2a",1,308,1,9
0.716355121985544,1,"1b",2,309,1,19
0.596367988997372,1,"2b",0,310,1,0
0.690296118002152,1,"2a",3,311,1,4
0.946420339983888,1,"1b",3,312,1,9
0.789766895992216,1,"2a",1,313,1,31
0.633173528010957,1,"1a",2,314,1,1
0.510756918025436,1,"2b",0,315,1,0
0.736566814011894,1,"1b",1,316,1,1
0.691848803020548,1,"1b",1,317,1,9
0.906897117005428,1,"2b",1,318,1,31
0.561920023988932,1,"2a",3,319,1,4
2.67920775897801,1,"1b",3,320,1,19
1.30056894000154,1,"1b",3,321,1,19
0.626065535005182,1,"2c",3,322,1,4
0.882689396996284,1,"2a",1,323,1,31
0.627310609008418,1,"2c",3,324,1,4
0.691066835017409,1,"2a",2,325,1,31
0.626300021016505,1,"2c",2,326,1,4
1.44406047798111,1,"1b",3,327,1,31
0.747417442995356,1,"2b",2,328,1,31
0.661404370999662,1,"2a",3,329,1,9
1.1055810690159,1,"1b",1,330,1,31
0.591507744014962,1,"2b",1,331,1,1
1.4415498689923,1,"1b",3,332,1,31
0.668662511976436,1,"2a",2,333,1,1
0.614295817998936,1,"2b",2,334,1,4
0.619996116991388,1,"1b",3,335,1,9
0.692978596984176,1,"2a",2,336,1,19
0.660994659992866,1,"2b",1,337,1,1
1.25691308098612,1,"2c",3,338,1,31
0.730980068008648,1,"1b",2,339,1,1
0.720866240008036,1,"2b",1,340,1,9
1.33850172298844,1,"1a",3,341,1,1
1.06355802499456,1,"2a",3,342,1,9
0.759346227016067,1,"2b",3,343,1,31
0.555580034008017,1,"2b",3,344,1,1
0.839839196007233,1,"1a",1,345,1,19
0.738474367011804,1,"2c",2,346,1,19
0.95461149699986,1,"1b",2,347,1,4
0.695828656025697,1,"2c",3,348,1,4
0.703964337997604,1,"2a",3,349,1,31
0.801979951997055,1,"2a",3,350,1,19
0.91193172900239,1,"2c",2,351,1,31
0.651776314974995,1,"2b",2,352,1,4
0.890695270005381,1,"1a",2,353,1,31
0.700552207010332,1,"2a",1,354,1,19
0.651463039015653,1,"2c",3,355,1,19
0.550150992989074,1,"2a",3,356,1,9
1.23689348399057,1,"1a",1,357,1,31
0.588712081022095,1,"2a",2,358,1,1
1.07274619498639,1,"1a",2,359,1,9
0.719742673012661,1,"1b",3,360,1,1
1.00708867001231,1,"1b",1,361,1,31
0.780942814977607,1,"2c",1,362,1,19
0.660343208000995,1,"2c",2,363,1,31
0.639217491989257,1,"2c",1,364,1,1
0.607824942009756,1,"2a",1,365,1,1
0.700352085987106,1,"2c",2,366,1,9
0.826449176995084,1,"1b",2,367,1,9
0.673243205004837,1,"1a",2,368,1,19
0.653828901005909,1,"2a",1,369,1,9
1.00448893499561,1,"2c",2,370,1,1
0.527784268982941,1,"2b",1,371,1,1
0.521183069999097,1,"2b",1,372,1,9
0.587309305003146,1,"2b",2,373,1,4
0.75140191000537,1,"2a",2,374,1,1
1.30473820399493,1,"1a",1,375,1,1
1.07251301701763,1,"1b",2,376,1,9
0.803709795000032,1,"2a",1,377,1,31
0.882065903017065,1,"2a",1,378,1,31
0.570767827011878,1,"2c",1,379,1,4
1.38082737100194,1,"1a",1,380,1,1
0.616210292995675,1,"1b",2,381,1,9
0.733332433010219,1,"1b",3,382,1,9
0.928095351991942,1,"1a",1,383,1,4
0.711775225994643,1,"2c",3,384,1,4
0.573980568995466,1,"2b",2,385,1,1
0.527105699991807,1,"2a",3,386,1,4
0.676977377006551,1,"1a",3,387,1,4
0.700356201996328,1,"2b",0,388,1,0
1.12974705101806,1,"2a",3,389,1,31
0.89764443502645,1,"1b",3,390,1,1
0.655749360012123,1,"2c",1,391,1,31
0.785059157002252,1,"2b",3,392,1,19
1.03791757900035,1,"2c",3,393,1,9
0.704490197007544,1,"1a",1,394,1,9
0.844518078985857,1,"1a",1,395,1,19
0.715904943004716,1,"1b",3,396,1,1
0.80450364301214,1,"2b",3,397,1,9
0.599144212028477,1,"1a",3,398,1,1
0.613357167021604,1,"2a",2,399,1,19
0.641304404009134,1,"2b",1,400,1,31
0.781030254001962,1,"2b",3,401,1,31
0.755280787998345,1,"2b",2,402,1,9
1.01791262000916,1,"1b",2,403,1,9
0.615284682018682,1,"1b",2,404,1,4
0.725384226010647,1,"1a",3,405,1,4
0.57212196700857,1,"1b",2,406,1,4
0.545651389984414,1,"2b",3,407,1,4
0.638805287977448,1,"1b",2,408,1,4
0.536912879004376,1,"2a",3,409,1,4
0.936190595995868,1,"1b",1,410,1,19
0.537622908013873,1,"2c",3,411,1,4
0.811659286002396,1,"2a",3,412,1,1
0.900876676023472,1,"1b",2,413,1,9
0.61563412999385,1,"1b",1,414,1,1
0.763492964993929,1,"2b",1,415,1,9
1.15572930499911,1,"1a",3,416,1,1
0.903481724002631,1,"2c",0,417,1,0
1.00030306100962,1,"2c",3,418,1,31
0.597579353983747,1,"2c",3,419,1,4
2.04254083498381,1,"1b",1,420,1,1
0.666938990994822,1,"1a",2,421,1,9
0.533844719990157,1,"1a",2,422,1,1
0.659494142018957,1,"2b",2,423,1,4
1.21365847799461,1,"1b",3,424,1,19
0.683777379017556,1,"2a",3,425,1,1
0.735731850989396,1,"2a",2,426,1,9
0.645673988008639,1,"2b",1,427,1,1
0.698462455009576,1,"2b",1,428,1,19
0.715243185986765,1,"1b",1,429,1,31
0.756634860008489,1,"2b",1,430,1,31
0.573304211022332,1,"2b",1,431,1,4
1.40300829897751,1,"1b",2,432,1,19
0.59541940499912,1,"2c",2,433,1,9
0.510723134008003,1,"1b",0,434,1,0
0.558687235985417,1,"2b",2,435,1,19
0.788693431008141,1,"2b",3,436,1,19
0.68101006897632,1,"2b",1,437,1,31
0.590206284978194,1,"1b",2,438,1,4
0.691975113004446,1,"2b",1,439,1,31
0.659962492994964,1,"1a",2,440,1,4
0.788902048981981,1,"1a",3,441,1,31
0.64214270299999,1,"1a",2,442,1,31
0.596736066974699,1,"1b",3,443,1,1
0.824807228986174,1,"2b",1,444,1,1
0.604142152005807,1,"2b",3,445,1,9
0.619634700997267,1,"2c",2,446,1,1
0.636213580000913,1,"1a",2,447,1,19
0.76627815599204,1,"2b",2,448,1,1
0.671387552982196,1,"1a",3,449,1,31
0.609278505988186,0,"2a",0,450,1,0
1.32369645297877,1,"1b",1,451,1,4
1.07373862300301,1,"1a",1,452,1,19
0.920390328014037,1,"1b",1,453,1,19
1.10298824199708,1,"1b",3,454,1,31
0.791866751998896,1,"2a",1,455,1,1
0.763122128992109,1,"1b",1,456,1,4
1.0090128449956,1,"1a",2,457,1,31
0.659131209016778,1,"2a",1,458,1,4
0.645223851024639,1,"2a",1,459,1,31
0.772327615006361,1,"2a",1,460,1,19
0.697865358000854,1,"2a",3,461,1,1
0.764847699989332,1,"1a",1,462,1,9
1.51332619701861,1,"1a",1,463,1,31
0.707252970983973,1,"2b",3,464,1,19
0.883941153006162,1,"1b",1,465,1,9
0.756056415004423,1,"1a",1,466,1,31
0.704840039019473,1,"2c",2,467,1,31
0.72668423698633,1,"2c",3,468,1,1
0.812503180990461,1,"2c",1,469,1,19
0.690089984011138,1,"2c",2,470,1,9
0.858689659973606,1,"1a",2,471,1,9
0.659513065998908,1,"2c",2,472,1,9
0.723515574005432,1,"2a",2,473,1,9
0.635588571982225,1,"1a",2,474,1,19
0.579544088017428,1,"1b",3,475,1,4
0.712901964987395,1,"2a",2,476,1,4
0.73883392298012,1,"2a",1,477,1,4
0.593301732995315,1,"2a",0,478,1,0
1.58433207799681,1,"1b",3,479,1,31
0.649744332011323,1,"1b",3,480,1,9
0.809132422000403,1,"1a",3,481,1,31
0.644444247009233,1,"1b",3,482,1,1
1.02400490699802,1,"2b",1,483,1,4
0.619142682990059,1,"2c",1,484,1,4
0.960112117987592,1,"1b",3,485,1,9
0.711199581011897,1,"2c",1,486,1,31
0.600668563012732,1,"2b",3,487,1,31
0.616528412996558,1,"2b",3,488,1,1
1.05494534198078,1,"1a",3,489,1,9
0.842407274001744,1,"1b",3,490,1,19
0.74269762498443,1,"1a",2,491,1,4
0.758254383021267,1,"2c",2,492,1,9
0.723480029992061,1,"1a",2,493,1,31
1.04282076601521,1,"2a",2,494,1,4
0.687491605000105,1,"2b",1,495,1,9
0.633502502983902,1,"1b",2,496,1,1
1.04546009699698,1,"2c",1,497,1,1
1.07147883099969,1,"1b",2,498,1,9
0.682788703008555,1,"1a",2,499,1,4
0.946675143990433,1,"1a",3,500,1,1
0.703365865978412,1,"2a",2,501,1,1
0.704926617007004,1,"2b",2,502,1,4
0.641553586989176,1,"1a",3,503,1,9
0.581449947989313,1,"1a",1,504,1,19
0.717077879002318,1,"1b",1,505,1,9
0.567043596995063,1,"2c",1,506,1,31
0.61499695997918,1,"1b",0,507,1,0
0.687985277996631,1,"2c",0,508,1,0
1.3152908179909,1,"1b",3,509,1,1
1.04846519199782,1,"1a",3,510,1,9
1.34911156198359,1,"1b",3,511,1,31
0.757856743002776,1,"2c",1,512,1,4
0.933050446008565,1,"1b",3,513,1,19
0.650940847001038,1,"2c",3,514,1,1
1.09400272500352,1,"1a",3,515,1,9
0.727873819996603,1,"1a",3,516,1,1
0.983954455005005,1,"2a",1,517,1,1
0.693815136997728,1,"1b",1,518,1,9
0.746718827023869,1,"2a",1,519,1,1
0.716592898999806,1,"2b",3,520,1,31
0.790910946001532,1,"2c",3,521,1,1
0.884612381982151,1,"2a",0,522,1,0
0.640686535014538,1,"2c",0,523,1,0
0.648643576016184,1,"1a",1,524,1,4
0.652521029987838,1,"2c",3,525,1,19
0.643387504998827,1,"2c",3,526,1,19
0.662756845995318,1,"1a",3,527,1,9
0.64204994199099,1,"1a",3,528,1,4
0.808766316011315,1,"1b",2,529,1,4
0.756829530000687,1,"2c",3,530,1,9
0.676792146987282,1,"2a",3,531,1,19
1.40765341502265,1,"1b",1,532,1,31
0.749386667012004,1,"2b",2,533,1,19
0.776930355001241,1,"2b",2,534,1,9
3.22702853300143,1,"1b",3,535,1,31
0.568359018012416,1,"2c",3,536,1,1
0.841185308003332,1,"2a",2,537,1,4
0.942386893002549,1,"2b",3,538,1,1
0.536398024996743,1,"1a",1,539,1,1
0.620531993976329,1,"1a",3,540,1,19
0.770352619001642,1,"1a",3,541,1,4
0.642580777988769,1,"2b",2,542,1,31
1.3514056459826,1,"1b",1,543,1,31
0.640515999984927,1,"2c",2,544,1,4
0.727253493008902,1,"2b",2,545,1,1
0.553209157020319,1,"2b",3,546,1,1
0.676393912988715,1,"2c",1,547,1,9
0.790070696995826,1,"2c",3,548,1,1
1.1516617090092,1,"1b",2,549,1,31
0.746618770004716,1,"2c",2,550,1,9
0.591125877021113,1,"2b",2,551,1,1
0.749020743998699,1,"2b",1,552,1,31
0.572011787007796,1,"1b",2,553,1,1
0.676109041000018,1,"2c",2,554,1,19
0.646094093972351,1,"1b",2,555,1,4
0.62661440501688,1,"2a",2,556,1,19
0.573576844995841,1,"2a",3,557,1,4
0.973472188023152,1,"1a",1,558,1,9
0.750483398995129,1,"2a",3,559,1,19
0.822768604994053,1,"2c",3,560,1,19
0.594841273996281,1,"2a",3,561,1,19
0.520034877990838,1,"1a",0,562,1,0
0.64075944700744,1,"1b",2,563,1,31
1.08278319399687,1,"1a",1,564,1,31
0.798805792990606,1,"1b",3,565,1,19
1.02228707901668,1,"2c",1,566,1,19
0.837562798988074,1,"1a",2,567,1,19
0.789063353004167,1,"2a",3,568,1,9
0.564277860015864,1,"2b",1,569,1,31
0.743318799999543,1,"2c",3,570,1,9
0.728350218996638,1,"1a",2,571,1,19
0.624457848985912,1,"2c",2,572,1,4
0.677158556994982,1,"1b",3,573,1,19
0.720467800012557,1,"1a",2,574,1,31
0.945253837009659,1,"2b",1,575,1,31
0.934295416023815,1,"2c",2,576,1,19
0.589751722000074,1,"2b",3,577,1,1
0.590497928991681,1,"2b",0,578,1,0
0.605653016013093,1,"2c",1,579,1,9
0.669916711020051,1,"2c",3,580,1,1
0.676482001988916,1,"2a",3,581,1,31
0.810027111991076,1,"1b",1,582,1,9
0.642713779991027,1,"2b",1,583,1,4
0.744722627976444,1,"1b",2,584,1,19
0.734731203992851,1,"2a",3,585,1,1
0.778801120002754,1,"2c",2,586,1,19
0.618667105998611,1,"2b",2,587,1,9
0.575363626005128,1,"2a",2,588,1,1
0.728042361006374,1,"1a",3,589,1,9
0.817470134003088,1,"1a",3,590,1,9
0.726794718997553,1,"2a",0,591,1,0
0.721546487999149,1,"1b",0,592,1,0
0.556113667000318,1,"1b",2,593,1,19
0.620595875981962,1,"2c",3,594,1,9
0.667202536016703,1,"2a",3,595,1,1
0.824169758998323,1,"2b",3,596,1,31
0.813034166989382,1,"2c",3,597,1,19
0.572336983022979,1,"2c",2,598,1,1
0.713524710998172,1,"1a",1,599,1,1
1.09518703300273,1,"2c",3,600,1,4
0.57789837999735,1,"2c",3,601,1,4
1.0413332899916,1,"1b",3,602,1,9
0.542449768981896,1,"1a",1,603,1,31
0.848327048995998,1,"2a",2,604,1,31
0.743962396983989,1,"2b",1,605,1,19
0.536556378006935,1,"1a",2,606,1,1
0.722618235013215,1,"2b",1,607,1,4
0.623297965998063,1,"2b",3,608,1,1
0.700028933002613,1,"1b",2,609,1,31
0.48055668300367,1,"1a",2,610,1,1
2.03743117599515,1,"2a",1,611,1,19
0.783323835988995,1,"2b",2,612,1,31
1.33540794497821,1,"1b",1,613,1,31
0.57069216799573,1,"2a",2,614,1,1
0.86800329797552,1,"2a",2,615,1,19
0.538829377008369,1,"2c",1,616,1,31
0.63075116701657,1,"2c",1,617,1,1
0.667032449011458,1,"1b",0,618,1,0
1.19560732299578,1,"1b",3,619,1,4
0.553560059983283,1,"2c",2,620,1,4
0.78300288299215,1,"1b",3,621,1,1
0.979611055983696,1,"2a",3,622,1,4
0.791626616002759,1,"2a",3,623,1,19
0.925037773005897,1,"1b",1,624,1,9
0.778979886003071,1,"2c",1,625,1,4
1.05798392099678,1,"1b",1,626,1,19
1.5571782309853,1,"1a",1,627,1,19
0.785133265977493,1,"2a",2,628,1,9
0.85488440701738,1,"2b",3,629,1,19
0.773152793000918,1,"2a",1,630,1,4
0.866541352006607,1,"1a",1,631,1,1
