ImageFile,targ_side,colour,distNo,correctAnswer,targetType,n,breakMessage.started_mean,breakMessage.started_raw,breakMessage.stopped_raw,buttonBox_12.corr_mean,buttonBox_12.corr_raw,buttonBox_12.corr_std,buttonBox_12.keys_mean,buttonBox_12.keys_raw,buttonBox_12.keys_std,buttonBox_12.rt_mean,buttonBox_12.rt_raw,buttonBox_12.rt_std,buttonBox_12.started_mean,buttonBox_12.started_raw,buttonBox_12.started_std,buttonBox_12.stopped_raw,buttonBox_13.keys_raw,buttonBox_13.rt_mean,buttonBox_13.rt_raw,buttonBox_13.rt_std,buttonBox_13.started_raw,buttonBox_13.stopped_raw,buttonBox_2.keys_raw,buttonBox_2.rt_mean,buttonBox_2.rt_raw,buttonBox_2.rt_std,buttonBox_2.started_raw,buttonBox_2.stopped_raw,buttonBox_9.keys_mean,buttonBox_9.keys_raw,buttonBox_9.keys_std,buttonBox_9.rt_mean,buttonBox_9.rt_raw,buttonBox_9.rt_std,buttonBox_9.started_raw,buttonBox_9.stopped_raw,dispStimuli.started_mean,dispStimuli.started_raw,dispStimuli.started_std,dispStimuli.stopped_raw,polygon.started_raw,polygon.stopped_raw,targetTypeInstruction.started_raw,targetTypeInstruction.stopped_raw,order
images/exp2c_trial_246_colour2_distractors9_l.png,l,2,9,1,0,1.0,358.00369903841056,358.00369903841056,,1.0,1.0,0.0,1.0,1.0,0.0,1.3301407098770142,1.3301407098770142,0.0,356.6627502441406,356.6627502441406,0.0,,,,,,,,'2.0',8.450536727905273,8.450536727905273,0.0,'346.20456',,2.0,2.0,0.0,1.9454647302627563,1.9454647302627563,0.0,'354.6558',,356.6627502441406,356.6627502441406,0.0,,'354.6558',,'344.2218',,0.0
images/exp2b_trial_74_colour3_distractors1_r.png,r,3,1,3,0,1.0,360.9035820987192,360.9035820987192,,1.0,1.0,0.0,3.0,3.0,0.0,1.3380014896392822,1.3380014896392822,0.0,359.570068359375,359.570068359375,0.0,,,,,,,,,,,,,,2.0,2.0,0.0,1.5069373846054077,1.5069373846054077,0.0,'358.02185',,359.570068359375,359.570068359375,0.0,,'358.02185',,,,1.0
images/exp1a_trial_21_colour2_distractors4_l.png,l,2,4,1,0,1.0,363.37137309869286,363.37137309869286,,1.0,1.0,0.0,1.0,1.0,0.0,1.2538528442382812,1.2538528442382812,0.0,362.12152099609375,362.12152099609375,0.0,,,,,,,,,,,,,,2.0,2.0,0.0,1.1565827131271362,1.1565827131271362,0.0,'360.91943',,362.12152099609375,362.12152099609375,0.0,,'360.91943',,,,2.0
images/exp2a_trial_176_colour1_distractors4_l.png,l,1,4,1,0,1.0,365.95371999870986,365.95371999870986,,1.0,1.0,0.0,1.0,1.0,0.0,1.2370609045028687,1.2370609045028687,0.0,364.7195129394531,364.7195129394531,0.0,,,,,,,,,,,,,,2.0,2.0,0.0,1.289756417274475,1.289756417274475,0.0,'363.38678',,364.7195129394531,364.7195129394531,0.0,,'363.38678',,,,3.0
images/exp1a_trial_36_colour1_distractors31_r.png,r,1,31,3,0,1.0,372.2559705757303,372.2559705757303,,1.0,1.0,0.0,3.0,3.0,0.0,5.035587310791016,5.035587310791016,0.0,367.2215270996094,367.2215270996094,0.0,,,,,,,,,,,,,,2.0,2.0,0.0,1.2032657861709595,1.2032657861709595,0.0,'365.9711',,367.2215270996094,367.2215270996094,0.0,372.2205350990407,'365.9711',,,,4.0
images/exp2a_trial_168_colour2_distractors19_r.png,r,2,19,3,0,1.0,374.65393193269847,374.65393193269847,,1.0,1.0,0.0,3.0,3.0,0.0,1.0804662704467773,1.0804662704467773,0.0,373.5754089355469,373.5754089355469,0.0,,,,,,,,,,,,,,2.0,2.0,0.0,1.2538316249847412,1.2538316249847412,0.0,'372.27295',,373.5754089355469,373.5754089355469,0.0,,'372.27295',,,,5.0
images/exp1a_trial_59_colour3_distractors9_l.png,l,3,9,1,0,1.0,377.15395147673553,377.15395147673553,,1.0,1.0,0.0,1.0,1.0,0.0,1.1156948804855347,1.1156948804855347,0.0,376.0386962890625,376.0386962890625,0.0,,,,,,,,,,,,,,2.0,2.0,0.0,1.3228635787963867,1.3228635787963867,0.0,'374.67117',,376.0386962890625,376.0386962890625,0.0,,'374.67117',,,,6.0
images/exp1a_trial_309_colour2_distractors4_l.png,l,2,4,1,0,1.0,379.4714988057385,379.4714988057385,,1.0,1.0,0.0,1.0,1.0,0.0,1.172418236732483,1.172418236732483,0.0,378.3040466308594,378.3040466308594,0.0,,,,,,,,,,,,,,2.0,2.0,0.0,1.0872576236724854,1.0872576236724854,0.0,'377.17255',,378.3040466308594,378.3040466308594,0.0,,'377.17255',,,,7.0
images/exp2a_trial_172_colour3_distractors9_r.png,r,3,9,3,0,1.0,381.60432071471587,381.60432071471587,,1.0,1.0,0.0,3.0,3.0,0.0,1.0709784030914307,1.0709784030914307,0.0,380.5367736816406,380.5367736816406,0.0,,,,,,,,,,,,,,2.0,2.0,0.0,1.0038625001907349,1.0038625001907349,0.0,'379.48706',,380.5367736816406,380.5367736816406,0.0,,'379.48706',,,,8.0
images/exp2a_trial_55_colour2_distractors19_l.png,l,2,19,1,0,1.0,384.1542500317446,384.1542500317446,,1.0,1.0,0.0,1.0,1.0,0.0,1.0986679792404175,1.0986679792404175,0.0,383.0562744140625,383.0562744140625,0.0,,,,,,,,,,,,,,2.0,2.0,0.0,1.3876049518585205,1.3876049518585205,0.0,'381.62158',,383.0562744140625,383.0562744140625,0.0,,'381.62158',,,,9.0
