ImageFile,targ_side,colour,distNo,correctAnswer,targetType,n,breakMessage.started_mean,breakMessage.started_raw,breakMessage.stopped_raw,buttonBox_12.corr_mean,buttonBox_12.corr_raw,buttonBox_12.corr_std,buttonBox_12.keys_mean,buttonBox_12.keys_raw,buttonBox_12.keys_std,buttonBox_12.rt_mean,buttonBox_12.rt_raw,buttonBox_12.rt_std,buttonBox_12.started_raw,buttonBox_12.stopped_raw,buttonBox_13.keys_raw,buttonBox_13.rt_mean,buttonBox_13.rt_raw,buttonBox_13.rt_std,buttonBox_13.started_raw,buttonBox_13.stopped_raw,buttonBox_2.keys_raw,buttonBox_2.rt_mean,buttonBox_2.rt_raw,buttonBox_2.rt_std,buttonBox_2.started_raw,buttonBox_2.stopped_raw,buttonBox_9.keys_mean,buttonBox_9.keys_raw,buttonBox_9.keys_std,buttonBox_9.rt_mean,buttonBox_9.rt_raw,buttonBox_9.rt_std,buttonBox_9.started_raw,buttonBox_9.stopped_raw,dispStimuli.started_raw,dispStimuli.stopped_raw,polygon.started_raw,polygon.stopped_raw,targetTypeInstruction.started_raw,targetTypeInstruction.stopped_raw,order
images/exp1a_trial_111_colour1_distractors1_l.png,l,1,1,1,0,1.0,205.18521278477272,205.18521278477272,,1.0,1.0,0.0,1.0,1.0,0.0,0.8519642949104309,0.8519642949104309,0.0,'204.31834',,,,,,,,'2.0',7.481677055358887,7.481677055358887,0.0,'196.25363',,2.0,2.0,0.0,0.5289807319641113,0.5289807319641113,0.0,'203.73717',,'204.31834',,'203.73717',,'194.2706',,0.0
images/exp1a_trial_216_colour2_distractors31_l.png,l,2,31,1,0,1.0,206.33530597891075,206.33530597891075,,1.0,1.0,0.0,1.0,1.0,0.0,0.6812136769294739,0.6812136769294739,0.0,'205.65425',,,,,,,,,,,,,,2.0,2.0,0.0,0.40565380454063416,0.40565380454063416,0.0,'205.20337',,'205.65425',,'205.20337',,,,1.0
images/exp2b_trial_312_colour2_distractors31_l.png,l,2,31,1,0,1.0,207.46879304889006,207.46879304889006,,1.0,1.0,0.0,1.0,1.0,0.0,0.7002492547035217,0.7002492547035217,0.0,'206.77097',,,,,,,,,,,,,,2.0,2.0,0.0,0.36961084604263306,0.36961084604263306,0.0,'206.35393',,'206.77097',,'206.35393',,,,2.0
images/exp2a_trial_28_colour3_distractors19_l.png,l,3,19,1,0,1.0,208.45212739690322,208.45212739690322,,1.0,1.0,0.0,1.0,1.0,0.0,0.5873122215270996,0.5873122215270996,0.0,'207.86913',,,,,,,,,,,,,,2.0,2.0,0.0,0.336192786693573,0.336192786693573,0.0,'207.48529',,'207.86913',,'207.48529',,,,3.0
images/exp2a_trial_152_colour2_distractors31_l.png,l,2,31,1,0,1.0,209.6851942459063,209.6851942459063,,1.0,1.0,0.0,1.0,1.0,0.0,0.8454233407974243,0.8454233407974243,0.0,'208.83545',,,,,,,,,,,,,,2.0,2.0,0.0,0.32039687037467957,0.32039687037467957,0.0,'208.4684',,'208.83545',,'208.4684',,,,4.0
images/exp2b_trial_190_colour0_distractors0_r.png,r,0,0,3,0,1.0,210.55212233886704,210.55212233886704,,1.0,1.0,0.0,3.0,3.0,0.0,0.505944550037384,0.505944550037384,0.0,'210.05222',,,,,,,,,,,,,,2.0,2.0,0.0,0.30675309896469116,0.30675309896469116,0.0,'209.70224',,'210.05222',,'209.70224',,,,5.0
images/exp1a_trial_161_colour1_distractors4_r.png,r,1,4,3,0,1.0,212.98553811486926,212.98553811486926,,1.0,1.0,0.0,3.0,3.0,0.0,1.9719369411468506,1.9719369411468506,0.0,'211.0205',,,,,,,,,,,,,,2.0,2.0,0.0,0.40187451243400574,0.40187451243400574,0.0,'210.56882',,'211.0205',,'210.56882',,,,6.0
images/exp1a_trial_15_colour1_distractors1_l.png,l,1,1,1,0,1.0,214.40220412689376,214.40220412689376,,1.0,1.0,0.0,1.0,1.0,0.0,0.973280131816864,0.973280131816864,0.0,'213.4378',,,,,,,,,,,,,,2.0,2.0,0.0,0.38806501030921936,0.38806501030921936,0.0,'213.00227',,'213.4378',,'213.00227',,,,7.0
images/exp2a_trial_99_colour1_distractors19_r.png,r,1,19,3,0,1.0,215.7848471118661,215.7848471118661,,1.0,1.0,0.0,3.0,3.0,0.0,1.0351660251617432,1.0351660251617432,0.0,'214.75206',,,,,,,,,,,,,,2.0,2.0,0.0,0.28761622309684753,0.28761622309684753,0.0,'214.41862',,'214.75206',,'214.41862',,,,8.0
images/exp2a_trial_10_colour3_distractors1_r.png,r,3,1,3,0,1.0,216.88586329990648,216.88586329990648,,1.0,1.0,0.0,3.0,3.0,0.0,0.7392116189002991,0.7392116189002991,0.0,'216.15248',,,,,,,,,,,,,,2.0,2.0,0.0,0.3041473627090454,0.3041473627090454,0.0,'215.80238',,'216.15248',,'215.80238',,,,9.0
