ImageFile,targ_side,correctAnswer,n,buttonBox_10.corr_mean,buttonBox_10.corr_raw,buttonBox_10.corr_std,buttonBox_10.keys_mean,buttonBox_10.keys_raw,buttonBox_10.keys_std,buttonBox_10.rt_mean,buttonBox_10.rt_raw,buttonBox_10.rt_std,buttonBox_10.started_mean,buttonBox_10.started_raw,buttonBox_10.started_std,buttonBox_10.stopped_raw,buttonBox_9.keys_mean,buttonBox_9.keys_raw,buttonBox_9.keys_std,buttonBox_9.rt_mean,buttonBox_9.rt_raw,buttonBox_9.rt_std,buttonBox_9.started_mean,buttonBox_9.started_raw,buttonBox_9.started_std,buttonBox_9.stopped_raw,image.started_mean,image.started_raw,image.started_std,image.stopped_raw,polygon.started_mean,polygon.started_raw,polygon.started_std,polygon.stopped_raw,text_4.started_mean,text_4.started_raw,text_4.started_std,text_4.stopped_raw,order
Practice arrays/exp1a_trial_0_colour1_distractors1_r.png,r,3,1.0,1.0,1.0,0.0,3.0,3.0,0.0,1.0501912832260132,1.0501912832260132,0.0,151.2201385498047,151.2201385498047,0.0,,2.0,2.0,0.0,0.3492562770843506,0.3492562770843506,0.0,150.8195343017578,150.8195343017578,0.0,,151.2201385498047,151.2201385498047,0.0,,150.8195343017578,150.8195343017578,0.0,,152.26783752441406,152.26783752441406,0.0,,12.0
Practice arrays/exp1a_trial_1_colour1_distractors4_r.png,r,3,1.0,1.0,1.0,0.0,3.0,3.0,0.0,0.7346899509429932,0.7346899509429932,0.0,148.0867919921875,148.0867919921875,0.0,,2.0,2.0,0.0,0.44908395409584045,0.44908395409584045,0.0,147.58648681640625,147.58648681640625,0.0,,148.0867919921875,148.0867919921875,0.0,,147.58648681640625,147.58648681640625,0.0,,148.81776428222656,148.81776428222656,0.0,,11.0
Practice arrays/exp1a_trial_7_colour2_distractors9_r.png,r,3,1.0,1.0,1.0,0.0,3.0,3.0,0.0,0.7496731281280518,0.7496731281280518,0.0,141.47000122070312,141.47000122070312,0.0,,2.0,2.0,0.0,0.3658404052257538,0.3658404052257538,0.0,141.05259704589844,141.05259704589844,0.0,,141.47000122070312,141.47000122070312,0.0,,141.05259704589844,141.05259704589844,0.0,,142.2177734375,142.2177734375,0.0,,9.0
Practice arrays/exp1a_trial_8_colour2_distractors19_r.png,r,3,1.0,1.0,1.0,0.0,3.0,3.0,0.0,1.0169588327407837,1.0169588327407837,0.0,124.45269012451172,124.45269012451172,0.0,,2.0,2.0,0.0,0.4470801055431366,0.4470801055431366,0.0,123.95249938964844,123.95249938964844,0.0,,124.45269012451172,124.45269012451172,0.0,,123.95249938964844,123.95249938964844,0.0,,125.46720123291016,125.46720123291016,0.0,,4.0
Practice arrays/exp1a_trial_10_colour3_distractors1_r.png,r,3,1.0,1.0,1.0,0.0,3.0,3.0,0.0,1.3178366422653198,1.3178366422653198,0.0,137.73666381835938,137.73666381835938,0.0,,2.0,2.0,0.0,0.3141116797924042,0.3141116797924042,0.0,137.36952209472656,137.36952209472656,0.0,,137.73666381835938,137.73666381835938,0.0,,137.36952209472656,137.36952209472656,0.0,,139.05087280273438,139.05087280273438,0.0,,8.0
Practice arrays/exp1a_trial_12_colour3_distractors9_r.png,r,3,1.0,1.0,1.0,0.0,3.0,3.0,0.0,1.5153521299362183,1.5153521299362183,0.0,110.98574829101562,110.98574829101562,0.0,,2.0,2.0,0.0,1.7991715669631958,1.7991715669631958,0.0,109.13512420654297,109.13512420654297,0.0,,110.98574829101562,110.98574829101562,0.0,,109.13512420654297,109.13512420654297,0.0,,112.50011444091797,112.50011444091797,0.0,,1.0
Practice arrays/exp1a_trial_14_colour3_distractors31_r.png,r,3,1.0,1.0,1.0,0.0,3.0,3.0,0.0,1.017990231513977,1.017990231513977,0.0,134.35304260253906,134.35304260253906,0.0,,2.0,2.0,0.0,0.4300115406513214,0.4300115406513214,0.0,133.8694610595703,133.8694610595703,0.0,,134.35304260253906,134.35304260253906,0.0,,133.8694610595703,133.8694610595703,0.0,,135.3675537109375,135.3675537109375,0.0,,7.0
Practice arrays/exp1a_trial_17_colour1_distractors9_l.png,l,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.20409893989563,2.20409893989563,0.0,104.93334197998047,104.93334197998047,0.0,,2.0,2.0,0.0,2.997666120529175,2.997666120529175,0.0,101.88560485839844,101.88560485839844,0.0,,104.93334197998047,104.93334197998047,0.0,,101.88560485839844,101.88560485839844,0.0,,107.13325500488281,107.13325500488281,0.0,,0.0
Practice arrays/exp1a_trial_18_colour1_distractors19_l.png,l,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9168043732643127,0.9168043732643127,0.0,161.3199462890625,161.3199462890625,0.0,,2.0,2.0,0.0,0.48033902049064636,0.48033902049064636,0.0,160.78662109375,160.78662109375,0.0,,161.3199462890625,161.3199462890625,0.0,,160.78662109375,160.78662109375,0.0,,162.23475646972656,162.23475646972656,0.0,,15.0
Practice arrays/exp1a_trial_21_colour2_distractors4_l.png,l,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.7374760508537292,0.7374760508537292,0.0,127.95071411132812,127.95071411132812,0.0,,2.0,2.0,0.0,0.4304506778717041,0.4304506778717041,0.0,127.46931457519531,127.46931457519531,0.0,,127.95071411132812,127.95071411132812,0.0,,127.46931457519531,127.46931457519531,0.0,,128.68406677246094,128.68406677246094,0.0,,5.0
