ImageFile,targ_side,colour,distNo,correctAnswer,targetType,n,breakMessage.started_mean,breakMessage.started_raw,breakMessage.stopped_raw,buttonBox_12.corr_mean,buttonBox_12.corr_raw,buttonBox_12.corr_std,buttonBox_12.keys_mean,buttonBox_12.keys_raw,buttonBox_12.keys_std,buttonBox_12.rt_mean,buttonBox_12.rt_raw,buttonBox_12.rt_std,buttonBox_12.started_mean,buttonBox_12.started_raw,buttonBox_12.started_std,buttonBox_12.stopped_raw,buttonBox_13.keys_raw,buttonBox_13.rt_mean,buttonBox_13.rt_raw,buttonBox_13.rt_std,buttonBox_13.started_raw,buttonBox_13.stopped_raw,buttonBox_2.keys_raw,buttonBox_2.rt_mean,buttonBox_2.rt_raw,buttonBox_2.rt_std,buttonBox_2.started_raw,buttonBox_2.stopped_raw,buttonBox_9.keys_mean,buttonBox_9.keys_raw,buttonBox_9.keys_std,buttonBox_9.rt_mean,buttonBox_9.rt_raw,buttonBox_9.rt_std,buttonBox_9.started_mean,buttonBox_9.started_raw,buttonBox_9.started_std,buttonBox_9.stopped_raw,dispStimuli.started_mean,dispStimuli.started_raw,dispStimuli.started_std,dispStimuli.stopped_raw,polygon.started_mean,polygon.started_raw,polygon.started_std,polygon.stopped_raw,targetTypeInstruction.started_raw,targetTypeInstruction.stopped_raw,order
images/exp2a_trial_275_colour1_distractors31_l.png,l,1,31,1,0,1.0,191.97822244660927,191.97822244660927,,1.0,1.0,0.0,1.0,1.0,0.0,0.6466698050498962,0.6466698050498962,0.0,191.3206329345703,191.3206329345703,0.0,,,,,,,,'2.0',3.798058271408081,3.798058271408081,0.0,'186.37943',,2.0,2.0,0.0,1.079101800918579,1.079101800918579,0.0,190.17730712890625,190.17730712890625,0.0,,191.3206329345703,191.3206329345703,0.0,,190.17730712890625,190.17730712890625,0.0,,'184.3963',,0.0
images/exp2c_trial_314_colour3_distractors4_l.png,l,3,4,1,0,1.0,193.861372720293,193.861372720293,,1.0,1.0,0.0,1.0,1.0,0.0,0.9386494159698486,0.9386494159698486,0.0,192.9300537109375,192.9300537109375,0.0,,,,,,,,,,,,,,2.0,2.0,0.0,0.8889313340187073,0.8889313340187073,0.0,191.99424743652344,191.99424743652344,0.0,,192.9300537109375,192.9300537109375,0.0,,191.99424743652344,191.99424743652344,0.0,,,,1.0
images/exp2b_trial_99_colour1_distractors19_r.png,r,1,19,3,0,1.0,196.26138531133182,196.26138531133182,,1.0,1.0,0.0,3.0,3.0,0.0,1.6028683185577393,1.6028683185577393,0.0,194.6626739501953,194.6626739501953,0.0,,,,,,,,,,,,,,2.0,2.0,0.0,0.7359113097190857,0.7359113097190857,0.0,193.87979125976562,193.87979125976562,0.0,,194.6626739501953,194.6626739501953,0.0,,193.87979125976562,193.87979125976562,0.0,,,,2.0
images/exp1a_trial_285_colour3_distractors31_l.png,l,3,31,1,0,1.0,197.6615014863375,197.6615014863375,,1.0,1.0,0.0,1.0,1.0,0.0,0.8331917524337769,0.8331917524337769,0.0,196.82972717285156,196.82972717285156,0.0,,,,,,,,,,,,,,2.0,2.0,0.0,0.5040048956871033,0.5040048956871033,0.0,196.28016662597656,196.28016662597656,0.0,,196.82972717285156,196.82972717285156,0.0,,196.28016662597656,196.28016662597656,0.0,,,,3.0
images/exp1a_trial_223_colour0_distractors0_l.png,l,0,0,1,0,1.0,198.84482659733038,198.84482659733038,,1.0,1.0,0.0,1.0,1.0,0.0,0.6068692803382874,0.6068692803382874,0.0,198.24700927734375,198.24700927734375,0.0,,,,,,,,,,,,,,2.0,2.0,0.0,0.520423948764801,0.520423948764801,0.0,197.67803955078125,197.67803955078125,0.0,,198.24700927734375,198.24700927734375,0.0,,197.67803955078125,197.67803955078125,0.0,,,,4.0
images/exp1a_trial_1_colour1_distractors4_r.png,r,1,4,3,0,1.0,200.42832385430228,200.42832385430228,,1.0,1.0,0.0,3.0,3.0,0.0,1.0364665985107422,1.0364665985107422,0.0,199.39468383789062,199.39468383789062,0.0,,,,,,,,,,,,,,2.0,2.0,0.0,0.48685115575790405,0.48685115575790405,0.0,198.8628692626953,198.8628692626953,0.0,,199.39468383789062,199.39468383789062,0.0,,198.8628692626953,198.8628692626953,0.0,,,,5.0
images/exp2a_trial_4_colour1_distractors31_r.png,r,1,31,3,0,1.0,201.6781896143395,201.6781896143395,,1.0,1.0,0.0,3.0,3.0,0.0,0.7159878015518188,0.7159878015518188,0.0,200.96343994140625,200.96343994140625,0.0,,,,,,,,,,,,,,2.0,2.0,0.0,0.47269153594970703,0.47269153594970703,0.0,200.4468536376953,200.4468536376953,0.0,,200.96343994140625,200.96343994140625,0.0,,200.4468536376953,200.4468536376953,0.0,,,,6.0
images/exp2c_trial_61_colour3_distractors31_l.png,l,3,31,1,0,1.0,203.24493086828733,203.24493086828733,,1.0,1.0,0.0,1.0,1.0,0.0,1.0338006019592285,1.0338006019592285,0.0,202.21337890625,202.21337890625,0.0,,,,,,,,,,,,,,2.0,2.0,0.0,0.47344836592674255,0.47344836592674255,0.0,201.6941680908203,201.6941680908203,0.0,,202.21337890625,202.21337890625,0.0,,201.6941680908203,201.6941680908203,0.0,,,,7.0
images/exp2a_trial_151_colour2_distractors19_l.png,l,2,19,1,0,1.0,204.59491922731394,204.59491922731394,,1.0,1.0,0.0,1.0,1.0,0.0,0.8463452458381653,0.8463452458381653,0.0,203.74855041503906,203.74855041503906,0.0,,,,,,,,,,,,,,2.0,2.0,0.0,0.4388808608055115,0.4388808608055115,0.0,203.26138305664062,203.26138305664062,0.0,,203.74855041503906,203.74855041503906,0.0,,203.26138305664062,203.26138305664062,0.0,,,,8.0
images/exp2a_trial_291_colour1_distractors19_r.png,r,1,19,3,0,1.0,206.6783017823065,206.6783017823065,,1.0,1.0,0.0,3.0,3.0,0.0,1.5502022504806519,1.5502022504806519,0.0,205.13035583496094,205.13035583496094,0.0,,,,,,,,,,,,,,2.0,2.0,0.0,0.4713610112667084,0.4713610112667084,0.0,204.6133575439453,204.6133575439453,0.0,,205.13035583496094,205.13035583496094,0.0,,204.6133575439453,204.6133575439453,0.0,,,,9.0
