ImageFile,targ_side,colour,distNo,correctAnswer,targetType,n,breakMessage.started_mean,breakMessage.started_raw,breakMessage.stopped_raw,buttonBox_12.corr_mean,buttonBox_12.corr_raw,buttonBox_12.corr_std,buttonBox_12.keys_mean,buttonBox_12.keys_raw,buttonBox_12.keys_std,buttonBox_12.rt_mean,buttonBox_12.rt_raw,buttonBox_12.rt_std,buttonBox_12.started_raw,buttonBox_12.stopped_raw,buttonBox_13.keys_raw,buttonBox_13.rt_mean,buttonBox_13.rt_raw,buttonBox_13.rt_std,buttonBox_13.started_raw,buttonBox_13.stopped_raw,buttonBox_2.keys_raw,buttonBox_2.rt_mean,buttonBox_2.rt_raw,buttonBox_2.rt_std,buttonBox_2.started_raw,buttonBox_2.stopped_raw,buttonBox_9.keys_mean,buttonBox_9.keys_raw,buttonBox_9.keys_std,buttonBox_9.rt_mean,buttonBox_9.rt_raw,buttonBox_9.rt_std,buttonBox_9.started_raw,buttonBox_9.stopped_raw,dispStimuli.started_raw,dispStimuli.stopped_raw,polygon.started_raw,polygon.stopped_raw,targetTypeInstruction.started_raw,targetTypeInstruction.stopped_raw,order
images/exp1b_trial_80_colour1_distractors4_l.png,l,1,4,1,1,1.0,274.7609420562163,274.7609420562163,,1.0,1.0,0.0,1.0,1.0,0.0,0.7348530292510986,0.7348530292510986,0.0,'274.0164',,,,,,,,'2.0',3.7675228118896484,3.7675228118896484,0.0,'269.51242',,2.0,2.0,0.0,0.6770763397216797,0.6770763397216797,0.0,'273.27856',,'274.0164',,'273.27856',,'267.5292',,0.0
images/exp1b_trial_219_colour3_distractors9_l.png,l,3,9,1,1,1.0,276.92696784859874,276.92696784859874,,1.0,1.0,0.0,1.0,1.0,0.0,0.9648936986923218,0.9648936986923218,0.0,'275.96243',,,,,,,,,,,,,,2.0,2.0,0.0,1.141851782798767,1.141851782798767,0.0,'274.77676',,'275.96243',,'274.77676',,,,1.0
images/exp1b_trial_41_colour2_distractors31_r.png,r,2,31,3,1,1.0,280.32756241560566,280.32756241560566,,1.0,1.0,0.0,3.0,3.0,0.0,2.2709107398986816,2.2709107398986816,0.0,'278.0602',,,,,,,,,,,,,,2.0,2.0,0.0,1.069799542427063,1.069799542427063,0.0,'276.94366',,'278.0602',,'276.94366',,,,2.0
images/exp1b_trial_67_colour1_distractors19_r.png,r,1,19,3,1,1.0,282.7943737126014,282.7943737126014,,1.0,1.0,0.0,3.0,3.0,0.0,0.6705015897750854,0.6705015897750854,0.0,'282.1276',,,,,,,,,,,,,,2.0,2.0,0.0,1.7382426261901855,1.7382426261901855,0.0,'280.3435',,'282.1276',,'280.3435',,,,3.0
images/exp1b_trial_79_colour1_distractors1_l.png,l,1,1,1,1,1.0,284.57764066963574,284.57764066963574,,1.0,1.0,0.0,1.0,1.0,0.0,0.6730396151542664,0.6730396151542664,0.0,'283.9106',,,,,,,,,,,,,,2.0,2.0,0.0,1.0537594556808472,1.0537594556808472,0.0,'282.81027',,'283.9106',,'282.81027',,,,4.0
images/exp1b_trial_239_colour1_distractors1_l.png,l,1,1,1,1,1.0,286.1778683706478,286.1778683706478,,1.0,1.0,0.0,1.0,1.0,0.0,0.6734763383865356,0.6734763383865356,0.0,'285.51096',,,,,,,,,,,,,,2.0,2.0,0.0,0.8713868856430054,0.8713868856430054,0.0,'284.59424',,'285.51096',,'284.59424',,,,5.0
images/exp1b_trial_16_colour1_distractors4_l.png,l,1,4,1,1,1.0,287.4112072436081,287.4112072436081,,1.0,1.0,0.0,1.0,1.0,0.0,0.6226164102554321,0.6226164102554321,0.0,'286.79404',,,,,,,,,,,,,,2.0,2.0,0.0,0.5558929443359375,0.5558929443359375,0.0,'286.19598',,'286.79404',,'286.19598',,,,6.0
images/exp1b_trial_48_colour1_distractors4_l.png,l,1,4,1,1,1.0,288.99448968864164,288.99448968864164,,1.0,1.0,0.0,1.0,1.0,0.0,0.9375060796737671,0.9375060796737671,0.0,'288.0609',,,,,,,,,,,,,,2.0,2.0,0.0,0.586972177028656,0.586972177028656,0.0,'287.4295',,'288.0609',,'287.4295',,,,7.0
images/exp1b_trial_88_colour2_distractors31_l.png,l,2,31,1,1,1.0,290.36135272965186,290.36135272965186,,1.0,1.0,0.0,1.0,1.0,0.0,0.8548180460929871,0.8548180460929871,0.0,'289.51117',,,,,,,,,,,,,,2.0,2.0,0.0,0.454661101102829,0.454661101102829,0.0,'289.0129',,'289.51117',,'289.0129',,,,8.0
images/exp1b_trial_66_colour1_distractors9_r.png,r,1,9,3,1,1.0,291.39453548063176,291.39453548063176,,1.0,1.0,0.0,3.0,3.0,0.0,0.5367347002029419,0.5367347002029419,0.0,'290.8631',,,,,,,,,,,,,,2.0,2.0,0.0,0.4397085905075073,0.4397085905075073,0.0,'290.3774',,'290.8631',,'290.3774',,,,9.0
