ImageFile,targ_side,colour,distNo,correctAnswer,targetType,n,breakMessage.started_mean,breakMessage.started_raw,breakMessage.stopped_raw,buttonBox_12.corr_mean,buttonBox_12.corr_raw,buttonBox_12.corr_std,buttonBox_12.keys_mean,buttonBox_12.keys_raw,buttonBox_12.keys_std,buttonBox_12.rt_mean,buttonBox_12.rt_raw,buttonBox_12.rt_std,buttonBox_12.started_mean,buttonBox_12.started_raw,buttonBox_12.started_std,buttonBox_12.stopped_raw,buttonBox_13.keys_raw,buttonBox_13.rt_mean,buttonBox_13.rt_raw,buttonBox_13.rt_std,buttonBox_13.started_raw,buttonBox_13.stopped_raw,buttonBox_2.keys_raw,buttonBox_2.rt_mean,buttonBox_2.rt_raw,buttonBox_2.rt_std,buttonBox_2.started_raw,buttonBox_2.stopped_raw,buttonBox_9.keys_mean,buttonBox_9.keys_raw,buttonBox_9.keys_std,buttonBox_9.rt_mean,buttonBox_9.rt_raw,buttonBox_9.rt_std,buttonBox_9.started_mean,buttonBox_9.started_raw,buttonBox_9.started_std,buttonBox_9.stopped_raw,dispStimuli.started_mean,dispStimuli.started_raw,dispStimuli.started_std,dispStimuli.stopped_raw,polygon.started_mean,polygon.started_raw,polygon.started_std,polygon.stopped_raw,targetTypeInstruction.started_raw,targetTypeInstruction.stopped_raw,order
images/exp2a_trial_205_colour3_distractors19_r.png,r,3,19,3,0,1.0,336.0239392108167,336.0239392108167,,1.0,1.0,0.0,3.0,3.0,0.0,0.6129186153411865,0.6129186153411865,0.0,335.3904724121094,335.3904724121094,0.0,,,,,,,,'2.0',8.014988899230957,8.014988899230957,0.0,'325.67563',,2.0,2.0,0.0,1.6454256772994995,1.6454256772994995,0.0,333.69036865234375,333.69036865234375,0.0,,335.3904724121094,335.3904724121094,0.0,,333.69036865234375,333.69036865234375,0.0,,'323.69284',,0.0
images/exp2a_trial_3_colour1_distractors19_r.png,r,1,19,3,0,1.0,337.84061889286966,337.84061889286966,,0.0,0.0,0.0,1.0,1.0,0.0,0.6310135126113892,0.6310135126113892,0.0,337.2119140625,337.2119140625,0.0,,,,,,,,,,,,,,2.0,2.0,0.0,1.124131441116333,1.124131441116333,0.0,336.0410461425781,336.0410461425781,0.0,,337.2119140625,337.2119140625,0.0,,336.0410461425781,336.0410461425781,0.0,,,,1.0
images/exp2c_trial_0_colour1_distractors1_r.png,r,1,1,3,0,1.0,339.30725590186773,339.30725590186773,,1.0,1.0,0.0,3.0,3.0,0.0,0.6386985778808594,0.6386985778808594,0.0,338.6743469238281,338.6743469238281,0.0,,,,,,,,,,,,,,2.0,2.0,0.0,0.7678540349006653,0.7678540349006653,0.0,337.8580627441406,337.8580627441406,0.0,,338.6743469238281,338.6743469238281,0.0,,337.8580627441406,337.8580627441406,0.0,,,,2.0
images/exp2a_trial_68_colour1_distractors31_r.png,r,1,31,3,0,1.0,341.1739670948649,341.1739670948649,,1.0,1.0,0.0,3.0,3.0,0.0,0.6667547225952148,0.6667547225952148,0.0,340.5103759765625,340.5103759765625,0.0,,,,,,,,,,,,,,2.0,2.0,0.0,1.138296365737915,1.138296365737915,0.0,339.3240966796875,339.3240966796875,0.0,,340.5103759765625,340.5103759765625,0.0,,339.3240966796875,339.3240966796875,0.0,,,,3.0
images/exp2a_trial_246_colour2_distractors9_l.png,l,2,9,1,0,1.0,343.0407335978874,343.0407335978874,,1.0,1.0,0.0,1.0,1.0,0.0,0.9505113959312439,0.9505113959312439,0.0,342.0935363769531,342.0935363769531,0.0,,,,,,,,,,,,,,2.0,2.0,0.0,0.852936863899231,0.852936863899231,0.0,341.1908264160156,341.1908264160156,0.0,,342.0935363769531,342.0935363769531,0.0,,341.1908264160156,341.1908264160156,0.0,,,,4.0
images/exp1a_trial_57_colour3_distractors1_l.png,l,3,1,1,0,1.0,344.4930239858862,344.4930239858862,,1.0,1.0,0.0,1.0,1.0,0.0,0.7241548895835876,0.7241548895835876,0.0,343.7740478515625,343.7740478515625,0.0,,,,,,,,,,,,,,2.0,2.0,0.0,0.6714780330657959,0.6714780330657959,0.0,343.0577697753906,343.0577697753906,0.0,,343.7740478515625,343.7740478515625,0.0,,343.0577697753906,343.0577697753906,0.0,,,,5.0
images/exp2b_trial_272_colour1_distractors4_l.png,l,1,4,1,0,1.0,346.2251008768857,346.2251008768857,,1.0,1.0,0.0,1.0,1.0,0.0,0.9197651147842407,0.9197651147842407,0.0,345.3069763183594,345.3069763183594,0.0,,,,,,,,,,,,,,2.0,2.0,0.0,0.7524489164352417,0.7524489164352417,0.0,344.5079650878906,344.5079650878906,0.0,,345.3069763183594,345.3069763183594,0.0,,344.5079650878906,344.5079650878906,0.0,,,,6.0
images/exp2b_trial_11_colour3_distractors4_r.png,r,3,4,3,0,1.0,347.74080085388266,347.74080085388266,,1.0,1.0,0.0,3.0,3.0,0.0,0.7546280026435852,0.7546280026435852,0.0,346.99371337890625,346.99371337890625,0.0,,,,,,,,,,,,,,2.0,2.0,0.0,0.7038469910621643,0.7038469910621643,0.0,346.2428894042969,346.2428894042969,0.0,,346.99371337890625,346.99371337890625,0.0,,346.2428894042969,346.2428894042969,0.0,,,,7.0
images/exp2b_trial_236_colour3_distractors9_r.png,r,3,9,3,0,1.0,349.1751541249163,349.1751541249163,,1.0,1.0,0.0,3.0,3.0,0.0,0.6540759205818176,0.6540759205818176,0.0,348.5263977050781,348.5263977050781,0.0,,,,,,,,,,,,,,2.0,2.0,0.0,0.7234817743301392,0.7234817743301392,0.0,347.7575378417969,347.7575378417969,0.0,,348.5263977050781,348.5263977050781,0.0,,347.7575378417969,347.7575378417969,0.0,,,,8.0
images/exp2a_trial_35_colour1_distractors19_r.png,r,1,19,3,0,1.0,350.77502651990505,350.77502651990505,,1.0,1.0,0.0,3.0,3.0,0.0,0.7693605422973633,0.7693605422973633,0.0,350.0077819824219,350.0077819824219,0.0,,,,,,,,,,,,,,2.0,2.0,0.0,0.7698974609375,0.7698974609375,0.0,349.1910095214844,349.1910095214844,0.0,,350.0077819824219,350.0077819824219,0.0,,349.1910095214844,349.1910095214844,0.0,,,,9.0
